file_path,emotion_code,emotion_label,actor_id,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39
../data/ravdess/Actor_16/03-01-05-02-02-01-16.wav,05,angry,16,-435.68274,22.032663,-14.91726,2.2537584,-8.417856,-13.33416,-1.1918672,-15.193333,-12.142308,4.1888976,-10.586128,-4.800987,-4.369442,-6.9786363,-6.330925,-5.3263073,2.060591,-1.3598411,0.2574939,3.2640746,2.3442845,2.8685646,5.162359,3.0098944,0.777525,1.0019983,-0.42054564,-0.51633424,-3.7567995,0.77508473,-0.4592861,0.8913621,-3.3860905,-1.0329521,-2.1413221,2.787074,-0.8386842,1.0638888,0.42016858,2.888601
../data/ravdess/Actor_01/03-01-07-02-02-01-01.wav,07,disgust,01,-520.7532,43.31225,9.500733,-0.62784654,-7.1643276,0.42984307,-12.050826,-15.976675,-5.460499,-8.713773,-8.803649,-2.977452,-7.663945,-11.013118,-5.0436683,-4.785972,-12.482885,-4.9689245,-5.3228397,-5.389303,-8.165277,-3.8765543,-6.901708,-3.9114814,-4.414511,0.6600961,-4.227618,3.74551,-0.040333387,2.4615815,0.0936025,0.6104851,-2.8957617,0.97661185,-0.5681105,2.2436666,0.5983026,1.7873514,0.19910128,1.1095928
../data/ravdess/Actor_10/03-01-07-02-01-01-10.wav,07,disgust,10,-450.70886,54.345684,-21.362358,3.0029736,-2.5676873,-10.298941,-12.558613,-20.105515,-5.133086,-2.5564392,-12.484488,-5.089608,-4.757099,-3.048586,-2.063713,-8.37876,-1.990195,-2.4936082,0.94208395,0.20601386,0.27343312,3.650611,-4.311406,-0.37994218,-1.0068468,-2.2647803,-2.5215218,0.4232376,-1.2691135,1.1947091,2.5612228,3.786909,4.3158245,6.27903,1.9563023,4.27781,-0.072426975,4.0220885,1.4462135,2.1057947
../data/ravdess/Actor_09/03-01-06-01-02-02-09.wav,06,fearful,09,-797.6689,53.278637,15.852629,23.180864,11.181984,6.4737997,1.3126198,-5.5416336,-0.45975,2.558483,-0.017505113,3.116382,-0.3619581,-1.224211,0.8178258,1.570714,1.4095042,1.6814203,-3.2971766,3.524791,-2.9202015,-0.93065506,-3.5416012,1.5876397,-2.7852361,0.37109733,-2.776575,0.1728112,-1.9487783,0.17633048,-2.8980143,-0.3221169,-4.1836896,-0.44167423,-3.4189892,-0.28496015,-2.626179,-0.79357755,-4.7950644,-1.7508222
../data/ravdess/Actor_08/03-01-03-02-01-02-08.wav,03,happy,08,-549.22577,46.97469,-20.78857,15.634535,2.782105,-6.6534343,2.9284108,-5.4709077,-0.13389163,-2.1791587,-4.6479335,-2.529001,-1.9027332,2.4772294,-0.93203455,-2.439602,-0.89054286,0.96419775,-0.09419593,3.540434,2.4996712,2.5712366,3.1371214,7.9958324,4.142691,4.861459,3.236284,6.102449,2.6117222,5.4576263,3.1109326,5.9936104,5.284586,6.569952,4.430721,3.9680233,3.323003,5.03266,4.9150667,6.3845
../data/ravdess/Actor_19/03-01-08-01-01-02-19.wav,08,surprised,19,-647.87634,78.7864,2.392293,8.779392,-0.52615297,3.9145696,-3.8181674,-10.349934,-5.1019154,-6.318324,1.3437749,-4.130209,1.8805534,-1.8320448,-6.7339125,3.9470658,-5.0601654,-1.260712,2.344861,1.8771315,-1.9356574,-3.30783,-2.323297,-0.47950026,-3.4798222,1.3101529,-2.8364239,2.7865994,0.12906732,-0.13373207,0.91863275,-0.15928331,-1.0251037,2.5434308,1.6955317,1.1751857,-1.0509573,-0.38707992,-1.1654748,1.6897408
../data/ravdess/Actor_23/03-01-08-01-01-02-23.wav,08,surprised,23,-580.96466,45.58148,-7.505829,3.5861979,4.8688397,-4.907496,-7.6326146,-6.0357404,-9.9387665,-2.2560706,-0.08836245,-5.604835,-3.7606306,-1.6251657,-7.8174124,1.60209,-5.725327,-3.9977453,-3.5804284,-1.4604923,-5.4109926,0.4042874,-1.4103166,1.4889121,2.1413777,1.5508828,-0.032234572,3.287403,3.0968003,1.6731459,1.4339365,2.0773556,-1.3841788,0.53604406,1.1430918,1.8218188,0.79328275,1.4437653,0.30187684,1.0248309
../data/ravdess/Actor_02/03-01-03-01-01-01-02.wav,03,happy,02,-584.8095,43.18487,-21.301863,8.527552,-6.8743467,-6.1610537,-4.6324816,-12.898247,-4.476372,-3.3672578,-5.523036,-2.7173183,-8.498697,-0.8514795,-5.487567,-3.7830946,-2.3817244,-1.6724786,-3.2050345,0.89789265,-1.6869013,-2.9235706,-1.1655447,-1.2125562,0.27427694,-0.9439513,0.38675383,1.5390531,2.292093,2.4616735,-1.7387632,0.82119143,2.046582,4.4929447,2.1671045,0.4775325,-2.8688428,1.6779263,0.79332244,0.8833674
../data/ravdess/Actor_13/03-01-04-02-01-01-13.wav,04,sad,13,-670.48975,69.14567,1.4745611,14.177929,8.403368,0.8774117,-6.5977325,-5.400931,-3.9169176,-1.6443064,0.57580715,-3.7368758,4.9927063,0.0034134123,-1.1052799,5.549653,-5.5390973,-0.4361536,1.7533176,0.033277087,-0.2154789,-0.023892932,-1.086026,-0.98279124,0.12006215,1.672446,-2.466737,1.6342907,-0.24542195,1.1605197,0.3121955,1.1183791,-2.9525828,0.50761867,-0.90100545,-0.10241779,-0.1894562,-1.1841359,-2.2456675,0.054695446
../data/ravdess/Actor_04/03-01-03-01-02-02-04.wav,03,happy,04,-607.9138,43.23118,-15.182759,5.7042065,-3.8453712,-9.988029,-5.7680507,-14.328465,-5.538021,-3.9313366,-5.839097,-5.6219506,-4.76296,-1.7976853,-8.568682,-2.3017852,-3.0025125,-2.2782404,-3.7858036,0.47736496,-3.4685836,1.1922674,-0.87394726,3.291109,1.8757771,1.3133365,0.64948875,-0.73111606,-0.7898417,1.0230647,0.287916,1.4628605,-0.37552065,-0.14422198,-0.3607826,2.5210063,-0.86869186,-1.1497891,-2.1263952,-0.16239427
../data/ravdess/Actor_11/03-01-07-02-01-01-11.wav,07,disgust,11,-562.6133,49.60736,10.166953,15.956978,3.0444772,3.288086,2.7401354,-1.3155879,-6.19855,-1.5484684,6.139304,-1.3974382,-0.7795254,0.76960087,0.2541971,-1.2984908,-0.89437324,1.3340287,0.43075505,0.97837645,-3.6762383,0.47114316,-1.5810573,1.882092,-1.2015022,-0.37467518,-0.538819,2.088191,-0.30087104,2.8753734,2.2257836,1.7486129,0.47902364,1.2108078,-0.7096062,2.3330543,0.12293695,3.423341,1.3783351,2.6644666
../data/ravdess/Actor_11/03-01-04-01-01-01-11.wav,04,sad,11,-695.314,54.816204,17.140285,20.143835,13.997993,7.940733,4.777093,4.8828473,-2.0959113,2.539649,5.7294593,0.38901317,-0.031818025,-0.8959342,2.7079523,3.3935442,-1.3370137,0.8649864,-0.13599989,1.9671576,-4.3367405,2.1809585,-0.7742672,0.084326,-1.8799235,1.7612814,-3.0933504,2.1471388,-0.6777862,1.6371702,0.21874516,1.4653429,0.8222922,-0.2884171,-0.9373609,-2.0451617,-2.0109465,-0.6673062,-2.6910698,-0.6377269
../data/ravdess/Actor_20/03-01-01-01-02-01-20.wav,01,neutral,20,-727.40466,39.942905,-1.6782709,7.223198,-4.6347146,-6.327626,-6.6741753,-11.066924,-4.1365056,-3.8502643,-4.059075,-5.6526246,-4.399698,-0.348286,-6.7705646,-3.9143698,-3.4758768,-2.9791586,-3.3527756,-3.119394,-0.7587728,-1.7643812,-2.04981,2.2917476,1.6618218,2.8530638,2.6742604,4.111696,1.52646,2.7852876,1.4002491,2.9843903,0.75042474,1.3978826,-0.23814474,0.07985631,-0.7790475,0.52091813,-0.2117966,1.397315
../data/ravdess/Actor_16/03-01-01-01-02-01-16.wav,01,neutral,16,-633.23755,51.870766,3.5300555,8.55316,0.4559997,-10.855191,-14.566893,-6.721715,-6.1690774,0.05038973,-8.522209,-2.5277297,-3.2238362,-6.9617333,-0.958419,-5.638788,-3.8674653,-3.098945,-7.950203,-2.5440764,-4.8251348,-4.4073057,-3.6157813,-2.4922726,-4.2963176,-0.9350492,-0.6863701,0.64954805,0.97382903,0.98914766,-0.014778137,2.6343205,0.7955855,2.7816443,0.109160595,1.2750732,-0.056192715,1.3895904,0.90746677,1.7975085
../data/ravdess/Actor_24/03-01-08-01-02-02-24.wav,08,surprised,24,-586.50665,24.936182,-17.393667,-1.7505497,-15.30764,-9.82291,-15.64609,-15.538772,-6.393434,-7.30845,-8.477258,-3.1261268,-6.1237254,2.5491712,3.8909805,-0.23757291,-1.0592479,-0.8617623,-2.8861084,0.1045991,1.100561,0.08951063,-0.12407513,1.3661999,-2.278098,-0.90199,0.7959621,5.031024,1.5667783,0.18625169,-1.3122764,0.84129965,1.2087717,0.8672263,-1.585376,-1.4225461,-1.799555,-0.35089034,-0.9768253,0.34632125
../data/ravdess/Actor_11/03-01-04-02-02-02-11.wav,04,sad,11,-533.8294,41.88679,9.188054,10.774407,0.102649264,1.5861735,-1.6376915,-6.42938,-7.8679147,-8.468254,-1.0681957,-2.1883214,-4.965212,-2.1244657,-0.016534805,0.95603603,-5.055201,0.6410962,-2.8232028,1.882085,-4.683826,0.030993303,-1.1761161,-0.5691617,-5.003657,1.051045,-2.8408484,1.0940938,1.1490699,3.2246587,4.0320034,4.290739,2.8599324,3.3863263,0.91292465,2.1945064,2.8819125,3.4365387,3.8815176,3.8169665
../data/ravdess/Actor_08/03-01-05-02-01-01-08.wav,05,angry,08,-471.00104,46.070404,-14.330334,3.5532634,-12.781026,-7.592484,7.563658,-9.318291,-6.320538,-2.7234614,-1.6259358,-1.652699,-2.6557071,-1.6192247,-1.8298671,-0.44451576,-1.3042464,0.44992557,1.5811361,6.6167817,7.129193,8.904534,5.0499873,6.8134227,4.319398,6.6469307,4.47084,6.363104,4.655686,5.9764714,2.678187,3.735216,3.6832747,5.729419,3.0928586,4.691602,1.6723143,3.486612,1.8369392,2.684667
../data/ravdess/Actor_14/03-01-02-02-02-01-14.wav,02,calm,14,-782.0967,42.159588,7.5990877,4.2269454,-5.307297,-1.06404,-7.406447,-8.0317335,-3.7889621,-2.346495,-2.4503965,-4.175249,-3.7197797,-1.78006,-4.9139404,-3.3926702,-2.4393518,-4.3663335,-4.6393332,-1.5187819,-4.7116747,0.0812976,-0.15098165,4.0423865,1.957888,5.147387,0.78901416,-0.14319862,-3.0522416,-0.07914686,-0.7628377,2.0109816,-1.9518121,-0.19216578,-1.111334,1.6920018,1.5430862,3.4220612,2.1770742,5.156151
../data/ravdess/Actor_05/03-01-06-01-01-01-05.wav,06,fearful,05,-662.5266,54.09209,3.15205,10.8401,3.36141,-5.168105,-4.502857,-1.4114487,-0.65726584,-1.0231436,-0.8773807,0.646962,-3.6756268,-0.45445755,-0.1321998,-0.8083954,0.3673953,3.5488179,-1.4171618,3.1115026,-4.80178,-1.7227478,-1.3895842,0.8474973,-2.6773357,1.6369123,-1.2352936,0.8251264,0.24014136,2.332326,0.6033526,1.8354938,1.1289815,3.850878,3.5717285,1.7097355,-0.11865633,1.0949597,1.0892504,2.9943454
../data/ravdess/Actor_16/03-01-04-02-01-01-16.wav,04,sad,16,-610.1378,55.019863,-13.821911,11.335617,-0.43844587,-11.673826,-19.71942,-17.082836,-6.0964293,-0.5008675,-13.301464,-3.5479217,3.0074646,-8.967907,-5.0019593,-2.409432,-7.0723386,-2.8233511,-8.073455,-5.5442295,-3.9414988,-5.448306,-3.691437,-2.6553795,-4.3823943,0.34465927,-1.7202576,0.06784001,-0.1533913,2.6625898,1.7424449,4.197257,1.4261085,3.4243762,-0.60039884,1.9940121,-0.042867698,1.4621139,1.2774864,3.133523
../data/ravdess/Actor_10/03-01-02-02-02-02-10.wav,02,calm,10,-609.2033,61.215645,6.6242943,10.804808,6.6087427,0.38005286,-2.9307177,-8.918729,-2.2762837,-1.6324348,-3.5793571,-5.6018476,-3.4323032,1.3408602,-3.5740209,-2.1131861,-2.8219478,-3.5849507,-0.79364127,-5.995894,-3.8046672,-1.5463308,-8.189905,-2.0881882,-4.090145,-2.1002567,-4.806709,-0.080435924,-1.479353,0.6987663,3.0154073,8.844349,9.317249,11.302154,6.7920027,5.863451,2.5050802,5.9405293,5.905647,4.7857933
../data/ravdess/Actor_05/03-01-02-02-02-02-05.wav,02,calm,05,-779.51715,62.9809,20.787813,25.956495,8.524118,4.7633634,1.6989224,-3.2781792,3.2695615,9.374279,3.624204,5.29652,-1.6630049,1.3061825,3.1259863,2.4374535,-2.7858415,3.8994699,-0.61915135,1.2162646,-0.23200671,2.6902616,-3.5441177,2.0918021,-1.4306468,1.6662437,-2.8373876,4.0959826,-0.49393275,-1.3978826,-1.8823813,2.8293083,-1.7716068,0.48818946,-0.67272186,0.83848524,-3.2004282,-1.7019742,-1.9434222,-0.008355961
../data/ravdess/Actor_17/03-01-07-02-02-02-17.wav,07,disgust,17,-542.7193,38.76492,10.153911,9.869172,4.729287,6.4907994,-2.1681495,-5.41093,-5.7098694,5.5095983,-2.989245,-2.404049,2.8111851,-2.4371018,0.3309198,-1.1299777,-1.5850232,-2.612384,-0.54929966,-1.319918,-4.532955,1.2516387,-3.206255,0.17780155,-0.0783926,3.757573,3.571832,4.7603025,2.3606439,4.12267,2.5908794,3.103591,2.337253,3.1905954,0.11125624,1.8350235,1.3490757,1.6670802,-0.27735072,0.710014
../data/ravdess/Actor_22/03-01-01-01-02-01-22.wav,01,neutral,22,-687.8916,52.303005,1.630501,0.8384833,4.323021,-1.8077896,-8.304304,-10.773337,-9.619627,-0.31132713,-1.8227683,-8.277742,-1.6907352,-1.1215165,0.41629624,-7.165969,-0.5955708,-3.4090636,-4.5620017,-4.200419,-4.168391,-3.3790014,-4.9405127,-1.3827575,-3.2870882,-1.4104514,-1.4969068,2.3022015,1.1482288,4.0809445,2.3860033,2.7335994,1.0920588,5.0804124,3.208914,3.7568562,1.3771571,2.4244096,-0.35580698,4.419612
../data/ravdess/Actor_17/03-01-02-02-01-01-17.wav,02,calm,17,-636.56213,68.05811,10.323645,23.259857,19.192451,10.536607,10.374525,-5.9565,-0.8782889,7.085209,-0.2147929,-1.2171487,3.679022,-0.25699034,2.0399144,-2.3420696,-0.65698993,2.8971195,-1.9680847,0.4938804,-0.5850284,3.3064451,-3.8288045,2.9604888,-1.2644691,2.2181768,-1.6148071,2.212403,-3.5662878,-0.9038983,-1.7458969,0.7098767,0.41272083,0.58855915,-2.9793336,-1.5950394,-0.9509968,-0.48460653,-3.5750506,-2.536443
../data/ravdess/Actor_10/03-01-02-01-01-02-10.wav,02,calm,10,-571.64465,56.44578,-3.2744427,10.994719,3.7471015,-3.872879,-5.0562644,-10.736638,-0.27609557,-1.481196,-4.3393474,-3.4968355,0.39435166,-0.7411912,-2.230953,2.17438,-2.5552044,-2.0342534,0.11082664,-5.077927,-2.2146142,-1.4170511,-4.66158,0.93956035,-4.3504434,1.6329653,-3.8628888,3.4742732,-1.5302873,-0.8589953,-0.15752381,0.7271329,2.9832191,5.879083,6.4693513,6.627598,6.636537,5.7741194,4.7785983,3.306593
../data/ravdess/Actor_22/03-01-04-02-02-02-22.wav,04,sad,22,-619.6789,42.54294,-4.7300277,6.8747134,2.785048,-5.616717,-12.009936,-10.504111,-15.247079,-4.59663,-6.0475345,-9.583365,-1.2074242,-6.777326,-0.8014937,-5.894932,-6.920736,0.24485025,-6.204806,-3.4081056,-6.002412,-2.8687124,-6.3849783,-1.8923668,-5.269593,0.7396922,-4.5260105,-0.4848771,-2.6711018,2.9616685,4.8655868,8.25261,9.711794,12.138362,10.157177,8.601057,3.9188151,4.0411253,0.33495653,2.2123406
../data/ravdess/Actor_08/03-01-08-01-02-01-08.wav,08,surprised,08,-587.2151,44.827526,2.074004,7.1293173,4.032632,0.6488929,0.96753764,-12.488896,-0.35207784,-0.9613565,-3.3735094,-4.9400454,-3.1461675,2.9373481,0.39497384,-2.3480515,1.3295625,2.533604,2.8556192,5.661219,2.3332477,3.9264941,1.6919749,5.805014,2.144562,3.3488324,3.7033691,5.3779364,4.2357254,4.597764,2.5130997,5.9418054,4.5805845,6.7197766,2.0064566,2.809999,1.1905227,3.295066,2.1125362,3.218198
../data/ravdess/Actor_20/03-01-05-01-02-02-20.wav,05,angry,20,-522.80347,31.8108,-22.78809,-4.722715,-12.351964,-15.021381,-12.539617,-17.151907,-10.3085785,-6.2061777,-5.2554913,-6.462373,-10.526881,-2.6720085,-13.097034,-9.4320965,-9.342799,-7.6276355,-7.4789267,-3.2818344,1.190185,2.2851417,0.38018286,1.4983656,0.35022196,0.54068047,-0.51985663,0.2700854,0.011922976,3.125802,0.42926815,2.2100596,1.0410234,1.0097979,0.07811783,0.8946003,0.6284759,0.49896404,-0.6029615,0.12255706
../data/ravdess/Actor_22/03-01-07-01-02-01-22.wav,07,disgust,22,-611.6883,48.34041,-9.135848,0.5064535,0.16699228,-5.486883,-14.307975,-8.173026,-11.207965,-1.1430097,-4.8917975,-9.503978,1.6207777,-8.575641,-0.26333427,-6.0433536,-6.8785863,-0.02193744,-6.389861,-3.6906016,-5.0828404,-3.5581694,-3.9508238,-1.8024106,-5.2752795,-0.3589273,-4.651973,0.534399,-1.3379536,1.4853508,-1.457155,-1.983557,-4.318093,-1.2862897,0.63679224,4.1533074,5.194746,6.967601,4.8544946,6.0336094
../data/ravdess/Actor_02/03-01-03-02-02-02-02.wav,03,happy,02,-535.5788,36.26328,-22.62245,4.0168123,-8.62528,-12.712106,-9.14653,-14.396338,-6.273568,-5.957328,-10.965574,-1.8183457,-11.756156,-0.33675316,-6.705957,-6.561821,-0.025820063,-1.0245825,-2.015875,1.8766123,-0.9340495,-4.3776426,-0.71966296,0.23311299,0.44885802,0.8236199,0.6343252,3.0015855,1.0825918,3.7978194,3.136892,7.189609,5.987499,4.104207,3.4896035,3.7490106,1.5076915,2.9533591,1.2984406,1.5950687
../data/ravdess/Actor_08/03-01-04-01-01-02-08.wav,04,sad,08,-732.97144,70.690636,12.370751,23.33701,8.536957,4.214551,5.381937,-4.337357,1.6690915,-2.723185,0.81383455,-2.6697466,1.8576578,0.4731092,1.025273,-0.37297425,-0.027304187,2.531293,1.3112776,3.9852924,-1.1968488,2.7694645,-1.7271246,2.3974295,-1.661048,-0.13639827,-0.4748001,1.7076598,1.1853179,3.6256177,-1.3637744,2.7242541,2.593927,7.164412,8.823671,11.00352,6.897125,4.4673443,2.7557771,2.7587934
../data/ravdess/Actor_06/03-01-03-01-01-02-06.wav,03,happy,06,-573.9299,41.64294,-50.23238,7.408246,-2.8475814,-24.291723,-15.487392,-16.604845,-10.643718,5.517235,-17.061312,-3.2783082,-5.3733773,-9.375659,-2.888036,-9.464942,-6.7881594,-1.2020588,-2.8188891,-5.201837,1.3370829,-1.3212852,-1.1059302,1.1733952,0.12465355,4.4251075,6.2443714,10.142639,5.9757247,5.213561,0.81291276,6.1726866,2.2821538,9.146272,3.6703954,5.320571,0.568792,1.9455658,1.0813833,3.4003875
../data/ravdess/Actor_02/03-01-08-01-01-01-02.wav,08,surprised,02,-578.057,38.45091,-14.525625,10.058563,-7.2689314,-7.3384395,-3.0743463,-5.9540725,-3.0855608,-3.6333275,-4.09127,-4.7672715,-3.2583673,1.7237778,-1.9427783,2.3594866,-0.7906578,-0.3147509,-0.990852,2.3492453,0.3603774,-0.85428894,-1.9576408,0.14231399,0.39257094,1.27936,3.696187,3.2061114,3.9253464,5.3712053,3.4899871,4.2368975,0.21340516,2.6055036,1.8906399,4.3255,0.4807546,2.4828186,1.0814879,1.7040933
../data/ravdess/Actor_09/03-01-04-01-02-01-09.wav,04,sad,09,-793.2345,54.19791,13.4121,18.525732,11.431909,12.058417,0.7700096,-7.2473435,-2.326805,1.838298,-1.2233762,-1.3986659,3.054113,-3.2187035,-2.372404,1.5623809,1.0258946,-3.2593684,-0.20712475,-0.13537571,-1.0852182,-0.14188027,-6.2961793,-0.009424249,-3.1633759,-0.35885578,-1.5686207,-0.29111654,-2.6592689,0.24740072,-1.6101456,-0.028326126,-2.056015,-0.08847819,-1.9438452,0.7614677,-1.2229228,0.16912647,-3.0840876,-0.8134886
